136,165
Um al Nasser,c,31.559181022305168, 34.51943286696201
Bait Lahia,c,31.550699344814355, 34.507537341190854
Beit Hanoun,c,31.537481872800754, 34.53440111450012
Jabalia,c,31.53069605760069, 34.48295760318198
Gaza,c,31.500762989740945, 34.46213522579505
KUBA,c,31.488154319028364, 34.465952359328575
Al Mughraqa,c,31.46869222599059, 34.41986490118892
Juhor ad Dik,c,31.454852950224428, 34.43853987353858
Nuseirat Camp,c,31.449711231607132, 34.39574621577257
Bureij,c,31.43874128742259, 34.40317985289251
Maghazi,c,31.4217696275039, 34.38690620838994
Deir al Balah,c,31.41662609375244, 34.3523498274709
Wadi as Salqa,c,31.396518158514603, 34.36638249856324
Jarara,c,31.36904289821588, 34.34479987032879
'Abasan al-Kabira,c,31.321131633991165, 34.34388846289429
Khirbat Ikhza'a,c,31.299477842340195, 34.35986212889533
Khan Yunis,c,31.34678220303415, 34.30619061113182
Al Fukhkhari,c,31.295437032088117, 34.33695249345389
Rafah,c,31.297091363243247, 34.24272802573248
SHOKAT AS SUFI,c,31.251302401130435, 34.269852473461206
Al Bayuk,c,31.26358960767053, 34.28178882784202
Umm Kameil,c,31.304269760204853, 34.30423322234049
Al Zahra,c,31.473472119696247, 34.39799900806765
Al Mawasi,c,31.347534361302596, 34.25954616916037
Tal as Sultan,c,31.308287579800776, 34.24309132141109
Al Qarya as Suwaydiya,c,31.32359223700416, 34.224834062370505
k1,s,31.546269645783642, 34.45451904104088
k2,s,31.543351150519307, 34.458606356882136
k3,s,31.540040757812346, 34.46321890769136
k4,s,31.559694493627745, 34.51978334802141
k5,s,31.555557209073008, 34.51929781635728
k6,s,31.54562697756407, 34.516384626372506
k7,s,31.541963214832574, 34.524463109902186
k8,s,31.536743651305812, 34.52201341888704
k9,s,31.52282338863474, 34.496699945063824
k10,s,31.509126948021173, 34.49914912055844
k11,s,31.498366365689773, 34.48812394010843
k12,s,31.494058456437298, 34.48408215495449
k13,s,31.483868377509886, 34.47363437166067
k14,s,31.525361090421825, 34.47718395221769
k15,s,31.527698911001675, 34.473863915387824
k16,s,31.530590344982468, 34.46960560727996
k17,s,31.536003852984052, 34.45899592436713
k18,s,31.541755361406366, 34.45017008470247
k19,s,31.52855116811775, 34.438123125769636
k20,s,31.521045394476957, 34.44238143387751
k21,s,31.508935414678724, 34.45706561229953
k22,s,31.501933998836286, 34.467228148739245
k23,s,31.48973599073158, 34.467370837248446
k24,s,31.494200518312905, 34.46745666793149
k25,s,31.49931526333406, 34.46327234815385
k26,s,31.500636501372966, 34.460586036668936
k27,s,31.49724345094784, 34.45868612491138
k28,s,31.480931933622536, 34.46774123767388
k29,s,31.475734758863098, 34.46422217966897
k30,s,31.471091286782183, 34.45923942400595
k31,s,31.4770173857673, 34.43876318394486
k32,s,31.48364251992222, 34.43038776273863
k33,s,31.487679481019132, 34.42140542695225
k34,s,31.483228463166814, 34.42978084831206
k35,s,31.500306798879603, 34.41193755965533
k36,s,31.5029976461311, 34.4141224521439
k37,s,31.490888223645616, 34.42674627541126
k38,s,31.485402242717225, 34.43232988954875
k39,s,31.507240748109894, 34.41883342047897
k40,s,31.52214182316421, 34.43242830707458
k41,s,31.52214182316421, 34.44177479160907
k42,s,31.512725447904394, 34.44432383284575
k43,s,31.504343040927097, 34.46350233357884
k44,s,31.500927770717126, 34.46046776067803
k45,s,31.502687167921724, 34.456826273197066
k46,s,31.497408876981474, 34.45306340280006
k47,s,31.507240748109894, 34.43776915538
k48,s,31.50713726011444, 34.42453841753249
k49,s,31.4867060584814, 34.399737914963815
k50,s,31.47051489243817, 34.4213768522643
k51,s,31.480438842669898, 34.39300126467215
k52,s,31.43864667669819, 34.35258135867326
k53,s,31.425234406195063, 34.338903917172004
k54,s,31.391782465960198, 34.2974633108324
k55,s,31.365230025204575, 34.26914529828689
k56,s,31.35020032044843, 34.251666154638556
k57,s,31.331400962320227, 34.22967868299399
k58,s,31.32832170970097, 34.23225360348539
k59,s,31.322749472713898, 34.23225360348539
k60,s,31.312043986857013, 34.23397021714632
k61,s,31.30573744620434, 34.23654513763772
k62,s,31.300017195397405, 34.241008333156145
k63,s,31.35903229503367, 34.27356102663975
k64,s,31.356855584058195, 34.27186166480929
k65,s,31.354575167186347, 34.28375719289193
k66,s,31.35778846674275, 34.2723471987849
k67,s,31.33902539205715, 34.25450390680306
k68,s,31.312066361059557, 34.253047311810676
k69,s,31.310925616118713, 34.254503907048786
k70,s,31.31377103701116, 34.272719994370256
k71,s,31.34715701597261, 34.29651104742536
k72,s,31.46508825897455, 34.42670959513128
k73,s,31.46516146894928, 34.42645210308214
k74,s,31.446930417577544, 34.403621139306615
k75,s,31.440999069812293, 34.39469474826977
k76,s,31.426571879101786, 34.3774427800923
k77,s,31.41023791311341, 34.36044830315496
k78,s,31.399981952155972, 34.35126441928166
k79,s,31.397197997994134, 34.349805297669874
k80,s,31.393168444212513, 34.347230376494316
k81,s,31.37141144464581, 34.33074103134372
k82,s,31.348193658387174, 34.316539230167955
k83,s,31.35234011216343, 34.30694997980141
k84,s,31.33560409655516, 34.2967451643544
k85,s,31.33332316385884, 34.31009728511795
k86,s,31.310199680264677, 34.31616643093492
k87,s,31.329099560100577, 34.33906834369134
k88,s,31.314375185840532, 34.3577613127603
k89,s,31.27576241609604, 34.30240703408563
k90,s,31.279289624927777, 34.2766738558868
k91,s,31.266914773998007, 34.280655608748766
k92,s,31.28613618314942, 34.26841981759661
k93,s,31.326790342801853, 34.28905491332209
k94,s,31.301279833553266, 34.27424619756615
k95,s,31.288833175657206, 34.26356450095531
k96,s,31.30190287619539, 34.250012738449065
k97,s,31.300658292601227, 34.24831337762461
k98,s,31.25436625457394, 34.264679028124746
k99,s,31.258643958886722, 34.265064220497806
k100,s,31.271264010699028, 34.25611453733621
k101,s,31.257917620698066, 34.26822017631464
k102,s,31.26248308217445, 34.27319687587197
k103,s,31.530759780755712, 34.47720697655485
k104,s,31.533212702102485, 34.47341507263807
k105,s,31.523693465837724, 34.49241298578731
k106,s,31.540571359760417, 34.510173245647145
k107,s,31.267152075703844, 34.28023708500183
k108,s,31.47647093992827, 34.38850765226976
k109,s,31.347571673743666, 34.30452231916932
k110,s,31.339260109093544, 34.32838664708051
Um al Nasser,k4
Um al Nasser,k5
k4,k5
k5,k6
Bait Lahia,k6
k7,k6
k4,k5
Jabalia,k106
k6,k106
Beit Hanoun,k7
Beit Hanoun,k8
k8,k9
Jabalia,k103
k103,k104
Jabalia,k105
k104,k3
k3,k2
k2,k1
k1,k18
k18,k19
k104,k16
k3,k17
k9,k105
k105,k14
k14,k15
k15,k16
k16,k17
k17,k18
k17,k20
k16,k21
k14,k22
k9,k10
k10,k11
k11,k12
k12,k13
k13,KUBA
KUBA,k25
k28,k29
KUBA,k23
k29,k30
k30,k72
k72,Juhor ad Dik
Juhor ad Dik,k73
k73,Al Mughraqa
Al Mughraqa,50
k23,k74
Nuseirat Camp,k74
k75,Bureij
k74,k75
k75,k76
Maghazi,k76
k76,k77
Deir al Balah,k77
Deir al Balah,k53
k77,k78
k78,k79
k79,Wadi as Salqa
k79,k80
k80,k81
k81,k82
k81,k83
k83,k63
k83,k82
k82,k109
k109,Khan Yunis
Khan Yunis,k110
Khan Yunis,k84
Khan Yunis,k71
k110,k87
k87,'Abasan al-Kabira
'Abasan al-Kabira,k87
'Abasan al-Kabira,k88
k88,Khirbat Ikhza'a
k84,k85
k85,k86
k86,k89
k89,Umm Kameil
Umm Kameil,k95
k89,Al Fukhkhari
Al Fukhkhari,k91
k91,k107
k107,k102
k19,Al Bayuk
k102,k101
k101,k98
k98,k99
k98,k100
k98,SHOKAT AS SUFI
k100,Rafah
Rafah,k62
k19,k41
k19,k42
k20,k41
Gaza,k43
Gaza,k44
Gaza,k26
k43,k42
k26,k22
k45,k44
k45,k42
k42,k40
k41,k42
k42,k47
k47,k38
k48,k37
k39,k36
k46,k47
k47,k48
k48,k39
k40,k39
k34,k38
k38,k37
k37,k36
k36,k35
k35,k33
k34,k33
k27,k34
k35,k49
k33,k32
k27,k31
k31,k32
k25,k27
k22,k25
k24,k23
k25,k24
k22,k12
k31,k30
k31,k72
k50,k72
k50,k49
k49,k51
k51,k108
k108,k52
Al Zahra,k108
k52,k53
k53,k54
k54,k55
k55,k56
k56,k57
Al Mawasi,k56
k57,k58
k58,k59
Al Qarya as Suwaydiya,k59
k59,k60
k60,k61
k61,k62
k54,k63
k63,k64
k64,k65
k65,k66
k55,k65
k66,k67
k67,k68
k68,k69
k69,k70
k70,k95
Tal as Sultan,k68
k65,k71
k84,k93
k93,k94
k94,k95
k96,k97
k97,k62
k92,k90
k90,Al Fukhkhari
